#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
EXエンプレスメイルα,0,12,2,0,0,M50,164,170,3,1,1,-3,-2,フルチャージ,2,広域化,2,炎妃龍の真髄,1,,,,,炎妃龍の重殻,3,炎妃龍の剛翼,3,炎妃龍の大たてがみ,2,泰然たる結晶,3,182,大霊脈玉,1,古龍の浄血,2,0,
EXエンプレスメイルβ,0,12,4,1,0,M50,164,170,3,1,1,-3,-2,フルチャージ,1,広域化,2,炎妃龍の真髄,1,,,,,炎妃龍の重殻,3,炎妃龍の剛翼,3,炎妃龍の大たてがみ,2,泰然たる結晶,3,182,大霊脈玉,1,古龍の浄血,2,0,
EXゾークメイルα,0,12,2,2,0,M100,166,172,1,1,-3,1,-3,スタミナ急速回復,2,渾身,1,滅尽龍の覇気,1,,,,,滅尽龍の重殻,3,滅尽龍の剛爪,3,無窮の新生殻,2,迅竜の天鱗,1,184,大霊脈玉,1,古龍の浄血,2,0,
EXゾークメイルβ,0,12,4,2,0,M100,166,172,1,1,-3,1,-3,スタミナ急速回復,2,滅尽龍の覇気,1,,,,,,,滅尽龍の重殻,3,滅尽龍の剛爪,3,無窮の新生殻,2,迅竜の天鱗,1,184,大霊脈玉,1,古龍の浄血,2,0,
EX金色ノ羽織α,0,11,3,1,0,M24,158,166,2,0,3,-5,2,逆恨み,2,砥石使用高速化,2,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛爪,2,金獅子の重牙,3,ピュアクリスタル,1,182,霊脈玉,1,大竜玉,1,0,
EX金色ノ羽織β,0,11,4,1,1,M24,158,166,2,0,3,-5,2,逆恨み,2,金獅子の怒気,1,,,,,,,金獅子の黒荒毛,4,金獅子の剛爪,2,金獅子の重牙,3,ピュアクリスタル,1,182,霊脈玉,1,大竜玉,1,0,
EXゴクオウメイルα,0,11,2,0,0,M24,160,168,2,-4,-5,0,4,風圧耐性,3,ひるみ軽減,2,雷狼竜の真髄,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の靭尾,1,凍結された氷骨,3,184,霊脈玉,1,大竜玉,1,0,
EXゴクオウメイルβ,0,11,4,0,0,M24,160,168,2,-4,-5,0,4,風圧耐性,3,ひるみ軽減,1,雷狼竜の真髄,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の靭尾,1,凍結された氷骨,3,184,霊脈玉,1,大竜玉,1,0,
EX龍紋ヲ刻マレシ封鎧α,0,12,3,2,0,M24,168,174,2,1,1,1,-1,属性やられ耐性,2,超会心,1,赤龍の封印,1,,,,,赤龍の重殻,6,赤龍の剛爪,4,裂光の龍脈殻,5,恐暴竜の滅鱗,1,186,大霊脈玉,1,古龍の浄血,2,0,
EX龍紋ヲ刻マレシ封鎧β,0,12,4,2,0,M24,168,174,2,1,1,1,-1,属性やられ耐性,1,超会心,1,赤龍の封印,1,,,,,赤龍の重殻,6,赤龍の剛爪,4,裂光の龍脈殻,5,恐暴竜の滅鱗,1,186,大霊脈玉,1,古龍の浄血,2,0,
EXウーロンベストα,0,9,4,0,0,M1,120,136,1,1,1,4,1,スタミナ急速回復,2,万福の祝福,1,,,,,,,万福チケット,1,エルトライト鉱石,2,,,,,158,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバヌークメイルα,0,12,4,3,0,M24,160,166,2,0,2,2,2,ランナー,1,スタミナ急速回復,1,蛮顎竜の覇気,1,,,,,デーモンチケット,1,恐暴竜の厚黒皮,2,恐暴竜の厚黒鱗,1,メランジェ鉱石,3,178,大霊脈玉,1,古龍の浄血,2,0,
EXマッスルボディα,0,11,1,1,1,M24,154,162,2,-1,0,-1,-3,挑戦者,3,不屈,1,,,,,,,マッスルチケット,1,金獅子の黒荒毛,3,黄金の煌毛,1,,,178,霊脈玉,1,大竜玉,1,0,
EXレオンボディα,0,12,1,1,0,M20,150,156,3,2,2,3,0,挑戦者,2,弱点特効,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,大霊脈玉,1,古龍の浄血,2,1,
EXクレアボディα,0,12,1,1,0,M20,150,156,3,2,2,3,0,挑戦者,2,回避性能,2,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,大霊脈玉,1,古龍の浄血,2,1,
EXシールドウィーバー・胴,0,12,4,2,1,M24,132,138,-1,-1,3,-1,2,雷属性攻撃強化,3,動力源,1,,,,,,,※ワンセット,0,,,,,,,150,大霊脈玉,1,古龍の浄血,2,1,
