#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
EXゴールドルナグリーヴβ,0,12,4,0,0,M70,162,180,3,-2,-4,0,4,弱点特効,2,金火竜の真髄,1,,,,,,,金火竜の重殻,6,金火竜の厚鱗,2,火竜の煌液,3,導きの龍骨【荒地】,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXシルバーソルグリーヴα,0,12,3,2,0,M70,162,180,4,-3,-2,-2,3,スリンガー装填数ＵＰ,2,火属性攻撃強化,2,銀火竜の真髄,1,,,,,銀火竜の重殻,6,銀火竜の厚鱗,3,銀火竜の靭尾,1,大竜玉,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXシルバーソルグリーヴβ,0,12,4,2,1,M70,162,180,4,-3,-2,-2,3,スリンガー装填数ＵＰ,2,銀火竜の真髄,1,,,,,,,銀火竜の重殻,6,銀火竜の厚鱗,3,銀火竜の靭尾,1,大竜玉,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXエンプレスグリーヴα,0,12,3,1,0,M50,164,182,3,1,1,-3,-2,広域化,3,整備,1,炎妃龍の真髄,1,,,,,炎妃龍の重殻,3,炎妃龍の厚鱗,3,炎妃龍の剛翼,2,龍脈に鍛えられし岩骨,3,202,大霊脈玉,1,古龍の浄血,2,0,
EXエンプレスグリーヴβ,0,12,4,2,0,M50,164,182,3,1,1,-3,-2,広域化,2,整備,1,炎妃龍の真髄,1,,,,,炎妃龍の重殻,3,炎妃龍の厚鱗,3,炎妃龍の剛翼,2,龍脈に鍛えられし岩骨,3,202,大霊脈玉,1,古龍の浄血,2,0,
EXゾークグリーヴα,0,12,2,0,0,M100,166,184,1,1,-3,1,-3,耳栓,2,挑戦者,1,滅尽龍の覇気,1,,,,,滅尽龍の重殻,3,不滅の厚龍鱗,2,無窮の新生殻,2,爆鱗竜の天鱗,1,204,大霊脈玉,1,古龍の浄血,2,0,
EXゾークグリーヴβ,0,12,4,1,0,M100,166,184,1,1,-3,1,-3,耳栓,2,滅尽龍の覇気,1,,,,,,,滅尽龍の重殻,3,不滅の厚龍鱗,2,無窮の新生殻,2,爆鱗竜の天鱗,1,204,大霊脈玉,1,古龍の浄血,2,0,
EX金色ノ袴α,0,11,2,2,0,M24,158,182,2,0,3,-5,2,逆恨み,2,攻撃,2,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛爪,2,金獅子の尻尾,1,強竜骨,1,202,霊脈玉,1,大竜玉,1,0,
EX金色ノ袴β,0,11,4,2,0,M24,158,182,2,0,3,-5,2,逆恨み,2,攻撃,1,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛爪,2,金獅子の尻尾,1,強竜骨,1,202,霊脈玉,1,大竜玉,1,0,
EX斉天ノ具足α,0,12,2,2,0,M24,170,188,2,0,3,-5,2,体力増強,3,火事場力,2,金獅子の闘志,1,,,,,金獅子の怒髪天,2,羅刹の金剛角,1,黄金の煌毛,3,大竜玉,1,208,大霊脈玉,1,古龍の浄血,2,0,
EX斉天ノ具足β,0,12,4,4,0,M24,170,188,2,0,3,-5,2,体力増強,3,金獅子の闘志,1,,,,,,,金獅子の怒髪天,2,羅刹の金剛角,1,黄金の煌毛,3,大竜玉,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXゴクオウグリーヴα,0,11,1,1,0,M24,160,184,2,-4,-5,0,4,集中,2,龍封力強化,1,雷狼竜の真髄,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の剛爪,1,氷雪の結晶,3,204,霊脈玉,1,大竜玉,1,0,
EXゴクオウグリーヴβ,0,11,4,1,0,M24,160,184,2,-4,-5,0,4,集中,2,雷狼竜の真髄,1,,,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の剛爪,1,氷雪の結晶,3,204,霊脈玉,1,大竜玉,1,0,
EX龍紋ヲ刻マレシ封靴α,0,12,3,2,1,M24,168,186,2,1,1,1,-1,超会心,1,渾身,1,赤龍の封印,1,,,,,赤龍の重殻,7,赤龍の剛翼,4,赤龍の重尾,3,古龍の大宝玉,1,206,大霊脈玉,1,古龍の浄血,2,0,
EX龍紋ヲ刻マレシ封靴β,0,12,4,2,1,M24,168,186,2,1,1,1,-1,超会心,1,赤龍の封印,1,,,,,,,赤龍の重殻,7,赤龍の剛翼,4,赤龍の重尾,3,古龍の大宝玉,1,206,大霊脈玉,1,古龍の浄血,2,0,
EXブラキウムグリーヴα,0,12,3,1,0,M24,170,188,3,-2,1,-3,1,弱点特効,2,砥石使用高速化,3,砕竜の闘志,1,,,,,不壊の黒曜甲,2,砕竜の弾頭殻,2,臨界極まる粘菌,3,不滅の炉心殻,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXブラキウムグリーヴβ,0,12,4,1,1,M24,170,188,3,-2,1,-3,1,弱点特効,2,砕竜の闘志,1,,,,,,,不壊の黒曜甲,2,砕竜の弾頭殻,2,臨界極まる粘菌,3,不滅の炉心殻,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXオルムンググリーヴα,0,11,1,1,0,M24,162,186,-3,2,-2,3,0,攻撃,1,ＫＯ術,3,氷牙竜の絶技,1,,,,,氷牙竜チケット,1,銀雪を冠した毛皮,2,白銀の氷河牙,2,大竜玉,1,206,霊脈玉,1,大竜玉,1,0,
EXオルムンググリーヴβ,0,11,4,4,0,M24,162,186,-3,2,-2,3,0,攻撃,1,氷牙竜の絶技,1,,,,,,,氷牙竜チケット,1,銀雪を冠した毛皮,2,白銀の氷河牙,2,大竜玉,1,206,霊脈玉,1,大竜玉,1,0,
EXエスカドラスケルα,0,12,2,2,2,M24,160,178,3,0,0,3,2,防御,3,龍属性攻撃強化,4,煌黒龍の神秘,1,,,,,煌黒龍の天殻,3,煌黒龍の天鱗,2,煌黒龍の妖尾,1,古龍の大宝玉,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXエスカドラスケルβ,0,12,4,4,2,M24,160,178,3,0,0,3,2,防御,3,煌黒龍の神秘,1,,,,,,,煌黒龍の天殻,3,煌黒龍の天鱗,2,煌黒龍の妖尾,1,古龍の大宝玉,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXドラゴンフットα,0,12,4,4,0,M24,180,198,-1,2,2,0,-4,回避性能,1,匠,2,黒龍の伝説,1,,,,,黒龍の重殻,4,黒龍の厚鱗,4,黒龍の剛翼,2,古龍の大宝玉,1,218,大霊脈玉,1,古龍の浄血,2,0,
EXドラゴンフットβ,0,12,4,4,4,M24,180,198,-1,2,2,0,-4,回避性能,1,黒龍の伝説,1,,,,,,,黒龍の重殻,4,黒龍の厚鱗,4,黒龍の剛翼,2,古龍の大宝玉,1,218,大霊脈玉,1,古龍の浄血,2,0,
EXマムガイラグリーヴα,0,12,2,1,1,M24,176,194,4,-2,3,-2,-4,超会心,2,フルチャージ,1,爛輝龍の真髄,1,,,,,爛輝龍の重金殻,3,爛輝龍の重金尾殻,3,爛輝龍の重金巻角,4,金色の龍神玉,1,214,大霊脈玉,1,古龍の浄血,2,0,
EXマムガイラグリーヴβ,0,12,4,1,1,M24,176,194,4,-2,3,-2,-4,超会心,2,爛輝龍の真髄,1,,,,,,,爛輝龍の重金殻,3,爛輝龍の重金尾殻,3,爛輝龍の重金巻角,4,金色の龍神玉,1,214,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルグリーヴγ,0,12,4,0,0,M100,176,194,-3,4,3,0,-2,体術,4,雷属性攻撃強化,2,溟龍の神秘,1,,,,,溟龍チケット,1,溟龍の特上皮,5,溟龍の幻曜ヒゲ,3,古龍の大宝玉,1,214,大霊脈玉,1,古龍の浄血,2,0,
EXラヴィーナグリーヴγ,0,12,4,2,0,M100,180,198,-3,2,-1,4,-1,フルチャージ,3,納刀術,2,冰龍の神秘,1,,,,,冰龍チケット,1,冰龍の重殻,5,氷晶の厚龍鱗,8,古龍の大宝玉,1,218,大霊脈玉,1,古龍の浄血,2,0,
EXウーロンフットα,0,9,4,2,0,M1,120,158,1,1,1,4,1,体力増強,2,万福の祝福,1,,,,,,,万福チケット,1,霊脈の結晶,2,,,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアストラタイツα,0,9,1,0,0,M1,140,178,2,2,2,2,2,弱点特効,2,大感謝の祝福,1,,,,,,,大感謝チケット,1,ピュアクリスタル,1,強竜骨,1,,,198,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXローゼブーツα,0,10,4,1,0,M9,150,182,4,1,1,1,1,破壊王,2,満開の祝福,1,,,,,,,満開チケット,1,重竜骨,1,,,,,202,霊脈玉,1,ピュアクリスタル,2,0,
EXパッションフットα,0,10,1,1,0,M12,156,188,1,4,1,1,1,地質学,3,情熱の祝福,1,,,,,,,情熱チケット,1,剛竜骨,1,,,,,208,霊脈玉,1,ピュアクリスタル,2,0,
EX魔界ノ主【黒靴】α,0,11,4,　0,0,M11,162,186,1,1,1,4,1,攻めの守勢,3,ホラーナイトの祝福,1,,,,,,,ホラーナイトチケット,1,太古龍骨,1,死屍の厚龍鱗,1,,,206,霊脈玉,1,大竜玉,1,0,
EX蒼世ノ侍【履物】α,0,12,4,1,0,M18,170,188,2,2,0,0,3,体術,2,弱点特効,1,銀火竜の真髄,1,,,,,蒼世の大宝玉,1,銀雪を冠した毛皮,2,冰龍の剛翼,1,大竜玉,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXバヌークグリーヴα,0,12,4,2,2,M24,160,178,2,0,2,2,2,スタミナ急速回復,1,死中に活,1,蛮顎竜の覇気,1,,,,,デーモンチケット,1,恐暴竜の厚黒皮,2,恐暴竜の厚黒鱗,1,グラシスメタル,3,198,大霊脈玉,1,古龍の浄血,2,0,
EXマッスルレッグα,0,11,4,0,0,M24,154,178,2,-1,0,-1,-3,攻撃,3,火事場力,2,,,,,,,マッスルチケット,1,金獅子の重牙,3,黄金の煌毛,1,,,198,霊脈玉,1,大竜玉,1,0,
EXレオンレッグα,0,12,3,2,0,M20,150,168,3,2,2,3,0,挑戦者,1,散弾・剛射強化,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,188,大霊脈玉,1,古龍の浄血,2,1,
EXクレアレッグα,0,12,4,3,1,M20,150,168,3,2,2,3,0,スタミナ急速回復,1,通常弾・通常矢強化,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,188,大霊脈玉,1,古龍の浄血,2,1,
EXシールドウィーバー・脚,0,12,2,1,0,M24,132,150,-1,-1,3,-1,2,弱点特効,2,動力源,1,,,,,,,※ワンセット,0,,,,,,,170,大霊脈玉,1,古龍の浄血,2,1,
