#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
EX金色ノ帯β,0,11,4,3,0,M24,158,182,2,0,3,-5,2,弱点特効,1,金獅子の怒気,1,,,,,,,金獅子の黒荒毛,4,金獅子の剛角,1,金獅子の重牙,4,黄金の煌毛,1,202,霊脈玉,1,大竜玉,1,0,
EX斉天ノ帯α,0,12,1,1,1,M24,170,188,2,0,3,-5,2,渾身,2,火事場力,2,金獅子の闘志,1,,,,,金獅子の怒髪天,2,羅刹の金剛角,1,金獅子の剛爪,5,冰龍の零玉,1,208,大霊脈玉,1,古龍の浄血,2,0,
EX斉天ノ帯β,0,12,4,2,1,M24,170,188,2,0,3,-5,2,渾身,2,金獅子の闘志,1,,,,,,,金獅子の怒髪天,2,羅刹の金剛角,1,金獅子の剛爪,5,冰龍の零玉,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXゴクオウコイルα,0,11,1,1,1,M24,160,184,2,-4,-5,0,4,力の解放,3,耳栓,2,雷狼竜の真髄,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の滅龍殻,2,獄狼竜の剛角,2,獄狼竜の天玉,1,204,霊脈玉,1,大竜玉,1,0,
EXゴクオウコイルβ,0,11,4,1,1,M24,160,184,2,-4,-5,0,4,力の解放,3,耳栓,1,雷狼竜の真髄,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の滅龍殻,2,獄狼竜の剛角,2,獄狼竜の天玉,1,204,霊脈玉,1,大竜玉,1,0,
EX龍紋ヲ刻マレシ封帯α,0,12,3,0,0,M24,168,186,2,1,1,1,-1,回避性能,2,渾身,1,赤龍の封印,1,,,,,赤龍の厚鱗,7,赤龍の重殻,6,赤龍の剛角,5,冰龍の零玉,1,206,大霊脈玉,1,古龍の浄血,2,0,
EX龍紋ヲ刻マレシ封帯β,0,12,4,1,0,M24,168,186,2,1,1,1,-1,回避性能,2,赤龍の封印,1,,,,,,,赤龍の厚鱗,7,赤龍の重殻,6,赤龍の剛角,5,冰龍の零玉,1,206,大霊脈玉,1,古龍の浄血,2,0,
EXブラキウムコイルα,0,12,3,0,0,M24,170,188,3,-2,1,-3,1,挑戦者,3,砲術,2,砕竜の闘志,1,,,,,不壊の黒曜甲,2,砕竜の撃滅拳,1,砕竜の靭尾,1,爆鱗竜の天鱗,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXブラキウムコイルβ,0,12,4,1,0,M24,170,188,3,-2,1,-3,1,挑戦者,3,砕竜の闘志,1,,,,,,,不壊の黒曜甲,2,砕竜の撃滅拳,1,砕竜の靭尾,1,爆鱗竜の天鱗,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXオルムングコイルα,0,11,3,3,1,M24,162,186,-3,2,-2,3,0,納刀術,1,抜刀術【技】,1,氷牙竜の絶技,1,,,,,氷牙竜チケット,1,銀雪を冠した毛皮,3,氷河を砕く剣爪,1,グラシスメタル,4,206,霊脈玉,1,大竜玉,1,0,
EXオルムングコイルβ,0,11,4,3,1,M24,162,186,-3,2,-2,3,0,納刀術,1,氷牙竜の絶技,1,,,,,,,氷牙竜チケット,1,銀雪を冠した毛皮,3,氷河を砕く剣爪,1,グラシスメタル,4,206,霊脈玉,1,大竜玉,1,0,
EXエスカドラマイトα,0,12,3,1,0,M24,160,178,3,0,0,3,2,攻撃,4,龍耐性,3,煌黒龍の神秘,1,,,,,煌黒龍の天殻,3,煌黒龍の邪翼,2,天を統べる角,1,瑠璃色の龍神玉,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXエスカドラマイトβ,0,12,4,1,0,M24,160,178,3,0,0,3,2,攻撃,3,龍耐性,3,煌黒龍の神秘,1,,,,,煌黒龍の天殻,3,煌黒龍の邪翼,2,天を統べる角,1,瑠璃色の龍神玉,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXドラゴンスパインα,0,12,4,3,3,M24,180,198,-1,2,2,0,-4,見切り,3,弱点特効,1,黒龍の伝説,1,,,,,黒龍の重殻,3,黒龍の剛翼,2,黒龍の重胸殻,2,不滅の炉心殻,1,218,大霊脈玉,1,古龍の浄血,2,0,
EXドラゴンスパインβ,0,12,4,4,4,M24,180,198,-1,2,2,0,-4,見切り,2,黒龍の伝説,1,,,,,,,黒龍の重殻,3,黒龍の剛翼,2,黒龍の重胸殻,2,不滅の炉心殻,1,218,大霊脈玉,1,古龍の浄血,2,0,
EXマムガイラコイルα,0,12,2,1,1,M24,176,194,4,-2,3,-2,-4,フルチャージ,2,満足感,1,爛輝龍の真髄,1,,,,,爛輝龍の重金鱗,4,爛輝龍の重金尾殻,2,爛輝龍の重金塊,5,爛輝龍の重金巻角,2,214,大霊脈玉,1,古龍の浄血,2,0,
EXマムガイラコイルβ,0,12,4,2,0,M24,176,194,4,-2,3,-2,-4,フルチャージ,2,爛輝龍の真髄,1,,,,,,,爛輝龍の重金鱗,4,爛輝龍の重金尾殻,2,爛輝龍の重金塊,5,爛輝龍の重金巻角,2,214,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルコイルγ,0,12,4,2,0,M100,176,194,-3,4,3,0,-2,回避距離ＵＰ,3,回復速度,2,溟龍の神秘,1,,,,,溟龍チケット,1,溟龍の特上皮,5,溟龍の剛翼,5,溟龍の剛爪,3,214,大霊脈玉,1,古龍の浄血,2,0,
EXラヴィーナコイルγ,0,12,4,1,0,M100,180,198,-3,2,-1,4,-1,集中,3,納刀術,1,冰龍の神秘,1,,,,,冰龍チケット,1,冰龍の重殻,5,冰龍の靭尾,4,古龍の大宝玉,1,218,大霊脈玉,1,古龍の浄血,2,0,
EXウーロンウエストα,0,9,1,1,0,M1,120,158,1,1,1,4,1,体術,3,万福の祝福,1,,,,,,,万福チケット,1,霊脈の結晶,2,,,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアストラスカートα,0,9,4,1,0,M1,140,178,2,2,2,2,2,ひるみ軽減,2,大感謝の祝福,1,,,,,,,大感謝チケット,1,グラシスメタル,1,強竜骨,1,,,198,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXローゼベルトα,0,10,4,1,0,M9,150,182,4,1,1,1,1,逆恨み,3,満開の祝福,1,,,,,,,満開チケット,1,重竜骨,1,いにしえの巨龍骨,1,,,202,霊脈玉,1,ピュアクリスタル,2,0,
EXパッションベルトα,0,10,1,1,0,M12,156,188,1,4,1,1,1,植生学,4,情熱の祝福,1,,,,,,,情熱チケット,1,剛竜骨,1,,,,,208,霊脈玉,1,ピュアクリスタル,2,0,
EX魔界ノ主【革帯】α,0,11,1,1,0,M11,162,186,1,1,1,4,1,属性解放／装填拡張,3,ホラーナイトの祝福,1,,,,,,,ホラーナイトチケット,1,太古龍骨,1,死屍の厚龍鱗,1,,,206,霊脈玉,1,大竜玉,1,0,
EX蒼世ノ侍【帯】α,0,12,4,1,1,M18 ,170,188,2,2,0,0,3,スリンガー装填数ＵＰ,2,水属性攻撃強化,3,銀火竜の真髄,1,,,,,蒼世の大宝玉,1,銀雪を冠した毛皮,2,氷河を砕く剣爪,1,冰龍の剛爪,1,208,大霊脈玉,1,古龍の浄血,2,0,
EXバヌークコイルα,0,12,4,1,1,M24,160,178,2,0,2,2,2,ランナー,2,水場・深雪適応,1,蛮顎竜の覇気,1,,,,,デーモンチケット,1,恐暴竜の厚黒皮,2,恐暴竜の厚黒鱗,1,ウルグの厚毛皮,2,198,大霊脈玉,1,古龍の浄血,2,0,
EXマッスルウエストα,0,11,4,0,0,M24,154,178,2,-1,0,-1,-3,挑戦者,2,火事場力,3,,,,,,,マッスルチケット,1,金獅子の黒荒毛,3,金獅子の尻尾,2,,,198,霊脈玉,1,大竜玉,1,0,
EXレオンウエストα,0,12,4,0,0,M20,150,168,3,2,2,3,0,挑戦者,1,攻撃,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,188,大霊脈玉,1,古龍の浄血,2,1,
EXクレアウエストα,0,12,4,0,0,M20,150,168,3,2,2,3,0,挑戦者,1,スタミナ急速回復,2,サバイバー,1,,,,,※ワンセット,0,,,,,,,188,大霊脈玉,1,古龍の浄血,2,1,
EXシールドウィーバー・腰,0,12,3,1,0,M24,132,150,-1,-1,3,-1,2,逆恨み,3,動力源,1,,,,,,,※ワンセット,0,,,,,,,170,大霊脈玉,1,古龍の浄血,2,1,
